Unnamed: 0,drug_a_name,drug_b_name,cell,synergy,drug1_db,drug2_db,synergistic
DEXAMETHASONE_GELDANAMYCIN_SW620,DEXAMETHASONE,GELDANAMYCIN,24,-8.09245655,19,18,0
DEXAMETHASONE_GELDANAMYCIN_SW837,DEXAMETHASONE,GELDANAMYCIN,0,-8.372438633,19,18,0
DEXAMETHASONE_GELDANAMYCIN_T47D,DEXAMETHASONE,GELDANAMYCIN,12,-30.07927989,19,18,0
DEXAMETHASONE_GELDANAMYCIN_UACC62,DEXAMETHASONE,GELDANAMYCIN,9,-1.401382359,19,18,0
DEXAMETHASONE_GELDANAMYCIN_VCAP,DEXAMETHASONE,GELDANAMYCIN,27,5.049612742,19,18,1
DEXAMETHASONE_GELDANAMYCIN_ZR751,DEXAMETHASONE,GELDANAMYCIN,3,-17.59747838,19,18,0
DEXAMETHASONE_LAPATINIB_A2058,DEXAMETHASONE,LAPATINIB,14,-16.23708253,19,20,0
DEXAMETHASONE_LAPATINIB_A2780,DEXAMETHASONE,LAPATINIB,26,0.367522737,19,20,1
DEXAMETHASONE_LAPATINIB_A375,DEXAMETHASONE,LAPATINIB,13,-5.107578959,19,20,0
DEXAMETHASONE_LAPATINIB_CAOV3,DEXAMETHASONE,LAPATINIB,19,50.78208204,19,20,1
DEXAMETHASONE_LAPATINIB_DLD1,DEXAMETHASONE,LAPATINIB,5,6.431139018,19,20,1
DEXAMETHASONE_LAPATINIB_ES2,DEXAMETHASONE,LAPATINIB,10,-22.31396343,19,20,0
DEXAMETHASONE_LAPATINIB_HCT116,DEXAMETHASONE,LAPATINIB,2,-1.598041764,19,20,0
DEXAMETHASONE_LAPATINIB_HT144,DEXAMETHASONE,LAPATINIB,21,-18.76719077,19,20,0
DEXAMETHASONE_LAPATINIB_HT29,DEXAMETHASONE,LAPATINIB,23,11.86955253,19,20,1
DEXAMETHASONE_LAPATINIB_KPL1,DEXAMETHASONE,LAPATINIB,22,8.319961335,19,20,1
DEXAMETHASONE_LAPATINIB_LOVO,DEXAMETHASONE,LAPATINIB,8,28.11855047,19,20,1
DEXAMETHASONE_LAPATINIB_MDAMB436,DEXAMETHASONE,LAPATINIB,25,-9.543124494,19,20,0
DEXAMETHASONE_LAPATINIB_NCIH1650,DEXAMETHASONE,LAPATINIB,6,29.08798755,19,20,1
DEXAMETHASONE_LAPATINIB_NCIH2122,DEXAMETHASONE,LAPATINIB,17,32.69391907,19,20,1
DEXAMETHASONE_LAPATINIB_NCIH23,DEXAMETHASONE,LAPATINIB,11,5.871082111,19,20,1
DEXAMETHASONE_LAPATINIB_NCIH460,DEXAMETHASONE,LAPATINIB,7,-16.75533239,19,20,0
DEXAMETHASONE_LAPATINIB_NCIH520,DEXAMETHASONE,LAPATINIB,16,3.779415388,19,20,1
DEXAMETHASONE_LAPATINIB_OV90,DEXAMETHASONE,LAPATINIB,18,-17.45420697,19,20,0
DEXAMETHASONE_LAPATINIB_RKO,DEXAMETHASONE,LAPATINIB,1,-10.0183544,19,20,0
DEXAMETHASONE_LAPATINIB_RPMI7951,DEXAMETHASONE,LAPATINIB,15,-42.24253708,19,20,0
DEXAMETHASONE_LAPATINIB_SKMEL30,DEXAMETHASONE,LAPATINIB,20,-4.610490963,19,20,0
DEXAMETHASONE_LAPATINIB_SKMES1,DEXAMETHASONE,LAPATINIB,4,15.56425173,19,20,1
DEXAMETHASONE_LAPATINIB_SKOV3,DEXAMETHASONE,LAPATINIB,28,42.19924568,19,20,1
DEXAMETHASONE_LAPATINIB_SW620,DEXAMETHASONE,LAPATINIB,24,-4.669340809,19,20,0
DEXAMETHASONE_LAPATINIB_SW837,DEXAMETHASONE,LAPATINIB,0,14.40738265,19,20,1
DEXAMETHASONE_LAPATINIB_T47D,DEXAMETHASONE,LAPATINIB,12,-44.21924557,19,20,0
DEXAMETHASONE_LAPATINIB_UACC62,DEXAMETHASONE,LAPATINIB,9,-6.612425733,19,20,0
DEXAMETHASONE_LAPATINIB_VCAP,DEXAMETHASONE,LAPATINIB,27,-29.52280562,19,20,0
DEXAMETHASONE_LAPATINIB_ZR751,DEXAMETHASONE,LAPATINIB,3,34.22696236,19,20,1
DEXAMETHASONE_SORAFENIB_A2058,DEXAMETHASONE,SORAFENIB,14,11.61901571,19,1,1
DEXAMETHASONE_SORAFENIB_A2780,DEXAMETHASONE,SORAFENIB,26,-0.5703148,19,1,0
DEXAMETHASONE_SORAFENIB_A375,DEXAMETHASONE,SORAFENIB,13,15.86655273,19,1,1
DEXAMETHASONE_SORAFENIB_CAOV3,DEXAMETHASONE,SORAFENIB,19,24.47714374,19,1,1
DEXAMETHASONE_SORAFENIB_DLD1,DEXAMETHASONE,SORAFENIB,5,14.05008888,19,1,1
DEXAMETHASONE_SORAFENIB_ES2,DEXAMETHASONE,SORAFENIB,10,5.951390891,19,1,1
DEXAMETHASONE_SORAFENIB_HCT116,DEXAMETHASONE,SORAFENIB,2,6.525992777,19,1,1
DEXAMETHASONE_SORAFENIB_HT144,DEXAMETHASONE,SORAFENIB,21,-0.354756851,19,1,0
DEXAMETHASONE_SORAFENIB_HT29,DEXAMETHASONE,SORAFENIB,23,4.298111837,19,1,1
DEXAMETHASONE_SORAFENIB_KPL1,DEXAMETHASONE,SORAFENIB,22,7.102119068,19,1,1
DEXAMETHASONE_SORAFENIB_LOVO,DEXAMETHASONE,SORAFENIB,8,5.380538143,19,1,1
DEXAMETHASONE_SORAFENIB_MDAMB436,DEXAMETHASONE,SORAFENIB,25,1.852874089,19,1,1
DEXAMETHASONE_SORAFENIB_NCIH1650,DEXAMETHASONE,SORAFENIB,6,4.103591518,19,1,1
DEXAMETHASONE_SORAFENIB_NCIH2122,DEXAMETHASONE,SORAFENIB,17,3.444270173,19,1,1
DEXAMETHASONE_SORAFENIB_NCIH23,DEXAMETHASONE,SORAFENIB,11,7.666184065,19,1,1
DEXAMETHASONE_SORAFENIB_NCIH460,DEXAMETHASONE,SORAFENIB,7,10.88632389,19,1,1
DEXAMETHASONE_SORAFENIB_NCIH520,DEXAMETHASONE,SORAFENIB,16,10.80175484,19,1,1
DEXAMETHASONE_SORAFENIB_OV90,DEXAMETHASONE,SORAFENIB,18,2.447515705,19,1,1
DEXAMETHASONE_SORAFENIB_RKO,DEXAMETHASONE,SORAFENIB,1,4.956578164,19,1,1
DEXAMETHASONE_SORAFENIB_RPMI7951,DEXAMETHASONE,SORAFENIB,15,-0.696006645,19,1,0
DEXAMETHASONE_SORAFENIB_SKMEL30,DEXAMETHASONE,SORAFENIB,20,8.158212698,19,1,1
DEXAMETHASONE_SORAFENIB_SKMES1,DEXAMETHASONE,SORAFENIB,4,11.10224155,19,1,1
DEXAMETHASONE_SORAFENIB_SKOV3,DEXAMETHASONE,SORAFENIB,28,10.19483598,19,1,1
DEXAMETHASONE_SORAFENIB_SW620,DEXAMETHASONE,SORAFENIB,24,4.937039033,19,1,1
DEXAMETHASONE_SORAFENIB_SW837,DEXAMETHASONE,SORAFENIB,0,0.377026601,19,1,1
DEXAMETHASONE_SORAFENIB_T47D,DEXAMETHASONE,SORAFENIB,12,9.223386018,19,1,1
DEXAMETHASONE_SORAFENIB_UACC62,DEXAMETHASONE,SORAFENIB,9,9.746837644,19,1,1
DEXAMETHASONE_SORAFENIB_VCAP,DEXAMETHASONE,SORAFENIB,27,-10.39016133,19,1,0
DEXAMETHASONE_SORAFENIB_ZR751,DEXAMETHASONE,SORAFENIB,3,-17.40228488,19,1,0
DEXAMETHASONE_SUNITINIB_A2058,DEXAMETHASONE,SUNITINIB,14,9.02650146,19,6,1
DEXAMETHASONE_SUNITINIB_A2780,DEXAMETHASONE,SUNITINIB,26,0.654091661,19,6,1
DEXAMETHASONE_SUNITINIB_A375,DEXAMETHASONE,SUNITINIB,13,20.16357105,19,6,1
DEXAMETHASONE_SUNITINIB_CAOV3,DEXAMETHASONE,SUNITINIB,19,14.28566063,19,6,1
DEXAMETHASONE_SUNITINIB_DLD1,DEXAMETHASONE,SUNITINIB,5,12.51366088,19,6,1
DEXAMETHASONE_SUNITINIB_ES2,DEXAMETHASONE,SUNITINIB,10,4.200423137,19,6,1
DEXAMETHASONE_SUNITINIB_HCT116,DEXAMETHASONE,SUNITINIB,2,7.722811564,19,6,1
DEXAMETHASONE_SUNITINIB_HT144,DEXAMETHASONE,SUNITINIB,21,0.881583908,19,6,1
DEXAMETHASONE_SUNITINIB_HT29,DEXAMETHASONE,SUNITINIB,23,9.398603455,19,6,1
DEXAMETHASONE_SUNITINIB_KPL1,DEXAMETHASONE,SUNITINIB,22,22.5183179,19,6,1
DEXAMETHASONE_SUNITINIB_LOVO,DEXAMETHASONE,SUNITINIB,8,10.87418112,19,6,1
DEXAMETHASONE_SUNITINIB_MDAMB436,DEXAMETHASONE,SUNITINIB,25,3.613653009,19,6,1
DEXAMETHASONE_SUNITINIB_NCIH1650,DEXAMETHASONE,SUNITINIB,6,16.64263172,19,6,1
DEXAMETHASONE_SUNITINIB_NCIH2122,DEXAMETHASONE,SUNITINIB,17,14.80396177,19,6,1
DEXAMETHASONE_SUNITINIB_NCIH23,DEXAMETHASONE,SUNITINIB,11,7.642834623,19,6,1
DEXAMETHASONE_SUNITINIB_NCIH460,DEXAMETHASONE,SUNITINIB,7,6.538523478,19,6,1
DEXAMETHASONE_SUNITINIB_NCIH520,DEXAMETHASONE,SUNITINIB,16,13.9395735,19,6,1
DEXAMETHASONE_SUNITINIB_OV90,DEXAMETHASONE,SUNITINIB,18,5.995643696,19,6,1
DEXAMETHASONE_SUNITINIB_RKO,DEXAMETHASONE,SUNITINIB,1,5.347746375,19,6,1
DEXAMETHASONE_SUNITINIB_RPMI7951,DEXAMETHASONE,SUNITINIB,15,-6.838311808,19,6,0
DEXAMETHASONE_SUNITINIB_SKMEL30,DEXAMETHASONE,SUNITINIB,20,8.352167866,19,6,1
DEXAMETHASONE_SUNITINIB_SKMES1,DEXAMETHASONE,SUNITINIB,4,33.92197951,19,6,1
DEXAMETHASONE_SUNITINIB_SKOV3,DEXAMETHASONE,SUNITINIB,28,27.84233779,19,6,1
DEXAMETHASONE_SUNITINIB_SW620,DEXAMETHASONE,SUNITINIB,24,3.773114349,19,6,1
DEXAMETHASONE_SUNITINIB_SW837,DEXAMETHASONE,SUNITINIB,0,-1.857958757,19,6,0
DEXAMETHASONE_SUNITINIB_T47D,DEXAMETHASONE,SUNITINIB,12,0.642971401,19,6,1
DEXAMETHASONE_SUNITINIB_UACC62,DEXAMETHASONE,SUNITINIB,9,17.22275819,19,6,1
DEXAMETHASONE_SUNITINIB_VCAP,DEXAMETHASONE,SUNITINIB,27,3.404617819,19,6,1
DEXAMETHASONE_SUNITINIB_ZR751,DEXAMETHASONE,SUNITINIB,3,8.944344075,19,6,1
DEXAMETHASONE_ZOLINZA_A2058,DEXAMETHASONE,ZOLINZA,14,-12.44071418,19,9,0
DEXAMETHASONE_ZOLINZA_A2780,DEXAMETHASONE,ZOLINZA,26,5.659934802,19,9,1
DEXAMETHASONE_ZOLINZA_A375,DEXAMETHASONE,ZOLINZA,13,10.96468678,19,9,1
DEXAMETHASONE_ZOLINZA_CAOV3,DEXAMETHASONE,ZOLINZA,19,21.11872937,19,9,1
DEXAMETHASONE_ZOLINZA_DLD1,DEXAMETHASONE,ZOLINZA,5,13.77443149,19,9,1
DEXAMETHASONE_ZOLINZA_ES2,DEXAMETHASONE,ZOLINZA,10,-3.740107406,19,9,0
DEXAMETHASONE_ZOLINZA_HCT116,DEXAMETHASONE,ZOLINZA,2,3.345527975,19,9,1
DEXAMETHASONE_ZOLINZA_HT144,DEXAMETHASONE,ZOLINZA,21,-7.229792766,19,9,0
DEXAMETHASONE_ZOLINZA_HT29,DEXAMETHASONE,ZOLINZA,23,14.43658235,19,9,1
DEXAMETHASONE_ZOLINZA_KPL1,DEXAMETHASONE,ZOLINZA,22,4.880187169,19,9,1
DEXAMETHASONE_ZOLINZA_LOVO,DEXAMETHASONE,ZOLINZA,8,15.14782236,19,9,1
DEXAMETHASONE_ZOLINZA_MDAMB436,DEXAMETHASONE,ZOLINZA,25,1.586979604,19,9,1
DEXAMETHASONE_ZOLINZA_NCIH1650,DEXAMETHASONE,ZOLINZA,6,14.9523124,19,9,1
DEXAMETHASONE_ZOLINZA_NCIH2122,DEXAMETHASONE,ZOLINZA,17,4.983586636,19,9,1
DEXAMETHASONE_ZOLINZA_NCIH23,DEXAMETHASONE,ZOLINZA,11,3.372589408,19,9,1
DEXAMETHASONE_ZOLINZA_NCIH460,DEXAMETHASONE,ZOLINZA,7,6.119034351,19,9,1
DEXAMETHASONE_ZOLINZA_NCIH520,DEXAMETHASONE,ZOLINZA,16,2.108457821,19,9,1
DEXAMETHASONE_ZOLINZA_OV90,DEXAMETHASONE,ZOLINZA,18,3.628838738,19,9,1
DEXAMETHASONE_ZOLINZA_RKO,DEXAMETHASONE,ZOLINZA,1,10.74608128,19,9,1
DEXAMETHASONE_ZOLINZA_RPMI7951,DEXAMETHASONE,ZOLINZA,15,-11.631194,19,9,0
DEXAMETHASONE_ZOLINZA_SKMEL30,DEXAMETHASONE,ZOLINZA,20,14.53281206,19,9,1
DEXAMETHASONE_ZOLINZA_SKMES1,DEXAMETHASONE,ZOLINZA,4,9.333971043,19,9,1
DEXAMETHASONE_ZOLINZA_SKOV3,DEXAMETHASONE,ZOLINZA,28,9.380735959,19,9,1
DEXAMETHASONE_ZOLINZA_SW620,DEXAMETHASONE,ZOLINZA,24,8.657860878,19,9,1
DEXAMETHASONE_ZOLINZA_SW837,DEXAMETHASONE,ZOLINZA,0,2.546548673,19,9,1
DEXAMETHASONE_ZOLINZA_T47D,DEXAMETHASONE,ZOLINZA,12,-2.057246501,19,9,0
DEXAMETHASONE_ZOLINZA_UACC62,DEXAMETHASONE,ZOLINZA,9,12.22720811,19,9,1
DEXAMETHASONE_ZOLINZA_VCAP,DEXAMETHASONE,ZOLINZA,27,6.495242192,19,9,1
DEXAMETHASONE_ZOLINZA_ZR751,DEXAMETHASONE,ZOLINZA,3,5.571742766,19,9,1
DOXORUBICIN_ABT-888_A2058,DOXORUBICIN,ABT-888,14,-7.85025899,8,5,0
DOXORUBICIN_ABT-888_A2780,DOXORUBICIN,ABT-888,26,10.10585397,8,5,1
DOXORUBICIN_ABT-888_A375,DOXORUBICIN,ABT-888,13,8.469819782,8,5,1
DOXORUBICIN_ABT-888_CAOV3,DOXORUBICIN,ABT-888,19,9.125581064,8,5,1
DOXORUBICIN_ABT-888_DLD1,DOXORUBICIN,ABT-888,5,-3.363130747,8,5,0
DOXORUBICIN_ABT-888_ES2,DOXORUBICIN,ABT-888,10,12.82547444,8,5,1
DOXORUBICIN_ABT-888_HCT116,DOXORUBICIN,ABT-888,2,5.968013828,8,5,1
DOXORUBICIN_ABT-888_HT144,DOXORUBICIN,ABT-888,21,6.432351526,8,5,1
DOXORUBICIN_ABT-888_HT29,DOXORUBICIN,ABT-888,23,9.970970163,8,5,1
DOXORUBICIN_ABT-888_KPL1,DOXORUBICIN,ABT-888,22,-2.153656109,8,5,0
DOXORUBICIN_ABT-888_LOVO,DOXORUBICIN,ABT-888,8,4.940928364,8,5,1
DOXORUBICIN_ABT-888_MDAMB436,DOXORUBICIN,ABT-888,25,0.36798677,8,5,1
DOXORUBICIN_ABT-888_NCIH1650,DOXORUBICIN,ABT-888,6,0.089067532,8,5,1
DOXORUBICIN_ABT-888_NCIH2122,DOXORUBICIN,ABT-888,17,-6.20889926,8,5,0
DOXORUBICIN_ABT-888_NCIH23,DOXORUBICIN,ABT-888,11,-1.066014263,8,5,0
DOXORUBICIN_ABT-888_NCIH460,DOXORUBICIN,ABT-888,7,4.515507694,8,5,1
DOXORUBICIN_ABT-888_NCIH520,DOXORUBICIN,ABT-888,16,-3.710738903,8,5,0
DOXORUBICIN_ABT-888_OV90,DOXORUBICIN,ABT-888,18,-6.707802018,8,5,0
DOXORUBICIN_ABT-888_RKO,DOXORUBICIN,ABT-888,1,1.889029763,8,5,1
DOXORUBICIN_ABT-888_RPMI7951,DOXORUBICIN,ABT-888,15,0.648999084,8,5,1
DOXORUBICIN_ABT-888_SKMEL30,DOXORUBICIN,ABT-888,20,-16.76489181,8,5,0
DOXORUBICIN_ABT-888_SKMES1,DOXORUBICIN,ABT-888,4,7.406824616,8,5,1
DOXORUBICIN_ABT-888_SKOV3,DOXORUBICIN,ABT-888,28,6.550595161,8,5,1
DOXORUBICIN_ABT-888_SW620,DOXORUBICIN,ABT-888,24,6.146685907,8,5,1
DOXORUBICIN_ABT-888_SW837,DOXORUBICIN,ABT-888,0,-5.478968633,8,5,0
DOXORUBICIN_ABT-888_T47D,DOXORUBICIN,ABT-888,12,18.45688891,8,5,1
DOXORUBICIN_ABT-888_UACC62,DOXORUBICIN,ABT-888,9,9.302015775,8,5,1
DOXORUBICIN_ABT-888_VCAP,DOXORUBICIN,ABT-888,27,6.465862889,8,5,1
DOXORUBICIN_ABT-888_ZR751,DOXORUBICIN,ABT-888,3,0.832933291,8,5,1
DOXORUBICIN_BORTEZOMIB_A2058,DOXORUBICIN,BORTEZOMIB,14,-6.710785962,8,4,0
DOXORUBICIN_BORTEZOMIB_A2780,DOXORUBICIN,BORTEZOMIB,26,-2.726155185,8,4,0
DOXORUBICIN_BORTEZOMIB_A375,DOXORUBICIN,BORTEZOMIB,13,-12.52496679,8,4,0
DOXORUBICIN_BORTEZOMIB_CAOV3,DOXORUBICIN,BORTEZOMIB,19,-15.85211812,8,4,0
DOXORUBICIN_BORTEZOMIB_DLD1,DOXORUBICIN,BORTEZOMIB,5,-0.059756192,8,4,0
DOXORUBICIN_BORTEZOMIB_ES2,DOXORUBICIN,BORTEZOMIB,10,-29.20215971,8,4,0
DOXORUBICIN_BORTEZOMIB_HCT116,DOXORUBICIN,BORTEZOMIB,2,-5.662637467,8,4,0
DOXORUBICIN_BORTEZOMIB_HT144,DOXORUBICIN,BORTEZOMIB,21,-11.24310517,8,4,0
DOXORUBICIN_BORTEZOMIB_HT29,DOXORUBICIN,BORTEZOMIB,23,-15.48976013,8,4,0
DOXORUBICIN_BORTEZOMIB_KPL1,DOXORUBICIN,BORTEZOMIB,22,-5.242772252,8,4,0
DOXORUBICIN_BORTEZOMIB_LOVO,DOXORUBICIN,BORTEZOMIB,8,3.783414197,8,4,1
DOXORUBICIN_BORTEZOMIB_MDAMB436,DOXORUBICIN,BORTEZOMIB,25,-5.178433721,8,4,0
DOXORUBICIN_BORTEZOMIB_NCIH1650,DOXORUBICIN,BORTEZOMIB,6,-23.04617464,8,4,0
DOXORUBICIN_BORTEZOMIB_NCIH2122,DOXORUBICIN,BORTEZOMIB,17,-24.85599185,8,4,0
DOXORUBICIN_BORTEZOMIB_NCIH23,DOXORUBICIN,BORTEZOMIB,11,-12.7654294,8,4,0
DOXORUBICIN_BORTEZOMIB_NCIH460,DOXORUBICIN,BORTEZOMIB,7,-6.493141965,8,4,0
DOXORUBICIN_BORTEZOMIB_NCIH520,DOXORUBICIN,BORTEZOMIB,16,-34.04301459,8,4,0
DOXORUBICIN_BORTEZOMIB_OV90,DOXORUBICIN,BORTEZOMIB,18,-24.81815616,8,4,0
DOXORUBICIN_BORTEZOMIB_RKO,DOXORUBICIN,BORTEZOMIB,1,-8.243010769,8,4,0
DOXORUBICIN_BORTEZOMIB_RPMI7951,DOXORUBICIN,BORTEZOMIB,15,-11.75971147,8,4,0
DOXORUBICIN_BORTEZOMIB_SKMEL30,DOXORUBICIN,BORTEZOMIB,20,-13.39101488,8,4,0
DOXORUBICIN_BORTEZOMIB_SKMES1,DOXORUBICIN,BORTEZOMIB,4,-19.80912814,8,4,0
DOXORUBICIN_BORTEZOMIB_SKOV3,DOXORUBICIN,BORTEZOMIB,28,-19.96631996,8,4,0
DOXORUBICIN_BORTEZOMIB_SW620,DOXORUBICIN,BORTEZOMIB,24,1.733038323,8,4,1
DOXORUBICIN_BORTEZOMIB_SW837,DOXORUBICIN,BORTEZOMIB,0,8.15241746,8,4,1
DOXORUBICIN_BORTEZOMIB_T47D,DOXORUBICIN,BORTEZOMIB,12,9.316638574,8,4,1
DOXORUBICIN_BORTEZOMIB_UACC62,DOXORUBICIN,BORTEZOMIB,9,-13.95935897,8,4,0
DOXORUBICIN_BORTEZOMIB_VCAP,DOXORUBICIN,BORTEZOMIB,27,-4.834704013,8,4,0
DOXORUBICIN_BORTEZOMIB_ZR751,DOXORUBICIN,BORTEZOMIB,3,-18.24064921,8,4,0
DOXORUBICIN_DASATINIB_A2058,DOXORUBICIN,DASATINIB,14,2.442853885,8,17,1
DOXORUBICIN_DASATINIB_A2780,DOXORUBICIN,DASATINIB,26,31.39869974,8,17,1
DOXORUBICIN_DASATINIB_A375,DOXORUBICIN,DASATINIB,13,0.867937328,8,17,1
DOXORUBICIN_DASATINIB_CAOV3,DOXORUBICIN,DASATINIB,19,13.72943055,8,17,1
DOXORUBICIN_DASATINIB_DLD1,DOXORUBICIN,DASATINIB,5,11.17531248,8,17,1
DOXORUBICIN_DASATINIB_ES2,DOXORUBICIN,DASATINIB,10,7.003981225,8,17,1
DOXORUBICIN_DASATINIB_HCT116,DOXORUBICIN,DASATINIB,2,19.4491848,8,17,1
DOXORUBICIN_DASATINIB_HT144,DOXORUBICIN,DASATINIB,21,-9.383591957,8,17,0
DOXORUBICIN_DASATINIB_HT29,DOXORUBICIN,DASATINIB,23,24.2714133,8,17,1
DOXORUBICIN_DASATINIB_KPL1,DOXORUBICIN,DASATINIB,22,29.52235794,8,17,1
DOXORUBICIN_DASATINIB_LOVO,DOXORUBICIN,DASATINIB,8,40.48800624,8,17,1
DOXORUBICIN_DASATINIB_MDAMB436,DOXORUBICIN,DASATINIB,25,4.296104967,8,17,1
DOXORUBICIN_DASATINIB_NCIH1650,DOXORUBICIN,DASATINIB,6,41.57685475,8,17,1
DOXORUBICIN_DASATINIB_NCIH2122,DOXORUBICIN,DASATINIB,17,-45.52738575,8,17,0
DOXORUBICIN_DASATINIB_NCIH23,DOXORUBICIN,DASATINIB,11,3.810626248,8,17,1
DOXORUBICIN_DASATINIB_NCIH460,DOXORUBICIN,DASATINIB,7,32.16283448,8,17,1
DOXORUBICIN_DASATINIB_NCIH520,DOXORUBICIN,DASATINIB,16,37.63085438,8,17,1
DOXORUBICIN_DASATINIB_OV90,DOXORUBICIN,DASATINIB,18,11.05204656,8,17,1
DOXORUBICIN_DASATINIB_RKO,DOXORUBICIN,DASATINIB,1,27.20003072,8,17,1
DOXORUBICIN_DASATINIB_RPMI7951,DOXORUBICIN,DASATINIB,15,5.293499461,8,17,1
DOXORUBICIN_DASATINIB_SKMEL30,DOXORUBICIN,DASATINIB,20,2.63913352,8,17,1
DOXORUBICIN_DASATINIB_SKMES1,DOXORUBICIN,DASATINIB,4,11.6918643,8,17,1
DOXORUBICIN_DASATINIB_SKOV3,DOXORUBICIN,DASATINIB,28,9.895632405,8,17,1
DOXORUBICIN_DASATINIB_SW620,DOXORUBICIN,DASATINIB,24,36.68571176,8,17,1
DOXORUBICIN_DASATINIB_SW837,DOXORUBICIN,DASATINIB,0,42.52311403,8,17,1
DOXORUBICIN_DASATINIB_T47D,DOXORUBICIN,DASATINIB,12,47.20344049,8,17,1
DOXORUBICIN_DASATINIB_UACC62,DOXORUBICIN,DASATINIB,9,13.10650658,8,17,1
DOXORUBICIN_DASATINIB_VCAP,DOXORUBICIN,DASATINIB,27,22.68755667,8,17,1
DOXORUBICIN_DASATINIB_ZR751,DOXORUBICIN,DASATINIB,3,14.93048546,8,17,1
DOXORUBICIN_ERLOTINIB_A2058,DOXORUBICIN,ERLOTINIB,14,3.078529683,8,0,1
DOXORUBICIN_ERLOTINIB_A2780,DOXORUBICIN,ERLOTINIB,26,9.169322298,8,0,1
DOXORUBICIN_ERLOTINIB_A375,DOXORUBICIN,ERLOTINIB,13,-5.409191442,8,0,0
DOXORUBICIN_ERLOTINIB_CAOV3,DOXORUBICIN,ERLOTINIB,19,7.892790477,8,0,1
DOXORUBICIN_ERLOTINIB_DLD1,DOXORUBICIN,ERLOTINIB,5,-12.60457968,8,0,0
DOXORUBICIN_ERLOTINIB_ES2,DOXORUBICIN,ERLOTINIB,10,-4.488325887,8,0,0
DOXORUBICIN_ERLOTINIB_HCT116,DOXORUBICIN,ERLOTINIB,2,15.81371167,8,0,1
DOXORUBICIN_ERLOTINIB_HT144,DOXORUBICIN,ERLOTINIB,21,9.040954004,8,0,1
DOXORUBICIN_ERLOTINIB_HT29,DOXORUBICIN,ERLOTINIB,23,6.139727738,8,0,1
DOXORUBICIN_ERLOTINIB_KPL1,DOXORUBICIN,ERLOTINIB,22,4.381138486,8,0,1
DOXORUBICIN_ERLOTINIB_LOVO,DOXORUBICIN,ERLOTINIB,8,21.36506775,8,0,1
DOXORUBICIN_ERLOTINIB_MDAMB436,DOXORUBICIN,ERLOTINIB,25,-1.302458064,8,0,0
DOXORUBICIN_ERLOTINIB_NCIH1650,DOXORUBICIN,ERLOTINIB,6,11.0151241,8,0,1
DOXORUBICIN_ERLOTINIB_NCIH2122,DOXORUBICIN,ERLOTINIB,17,21.06180058,8,0,1
DOXORUBICIN_ERLOTINIB_NCIH23,DOXORUBICIN,ERLOTINIB,11,4.906909855,8,0,1
DOXORUBICIN_ERLOTINIB_NCIH460,DOXORUBICIN,ERLOTINIB,7,9.764267312,8,0,1
DOXORUBICIN_ERLOTINIB_NCIH520,DOXORUBICIN,ERLOTINIB,16,-3.824386717,8,0,0
DOXORUBICIN_ERLOTINIB_OV90,DOXORUBICIN,ERLOTINIB,18,-17.80334417,8,0,0
DOXORUBICIN_ERLOTINIB_RKO,DOXORUBICIN,ERLOTINIB,1,11.13582703,8,0,1
DOXORUBICIN_ERLOTINIB_RPMI7951,DOXORUBICIN,ERLOTINIB,15,-7.203985112,8,0,0
DOXORUBICIN_ERLOTINIB_SKMEL30,DOXORUBICIN,ERLOTINIB,20,-0.245092368,8,0,0
DOXORUBICIN_ERLOTINIB_SKMES1,DOXORUBICIN,ERLOTINIB,4,-7.58939023,8,0,0
DOXORUBICIN_ERLOTINIB_SKOV3,DOXORUBICIN,ERLOTINIB,28,-21.42793885,8,0,0
DOXORUBICIN_ERLOTINIB_SW620,DOXORUBICIN,ERLOTINIB,24,4.873495219,8,0,1
DOXORUBICIN_ERLOTINIB_SW837,DOXORUBICIN,ERLOTINIB,0,31.14249805,8,0,1
DOXORUBICIN_ERLOTINIB_T47D,DOXORUBICIN,ERLOTINIB,12,23.91141393,8,0,1
DOXORUBICIN_ERLOTINIB_UACC62,DOXORUBICIN,ERLOTINIB,9,16.17977615,8,0,1
DOXORUBICIN_ERLOTINIB_VCAP,DOXORUBICIN,ERLOTINIB,27,12.41447534,8,0,1
DOXORUBICIN_ERLOTINIB_ZR751,DOXORUBICIN,ERLOTINIB,3,22.75731903,8,0,1
DOXORUBICIN_GELDANAMYCIN_A2058,DOXORUBICIN,GELDANAMYCIN,14,8.7563453,8,18,1
DOXORUBICIN_GELDANAMYCIN_A2780,DOXORUBICIN,GELDANAMYCIN,26,2.697657434,8,18,1
DOXORUBICIN_GELDANAMYCIN_A375,DOXORUBICIN,GELDANAMYCIN,13,-6.025828119,8,18,0
DOXORUBICIN_GELDANAMYCIN_CAOV3,DOXORUBICIN,GELDANAMYCIN,19,-12.66027519,8,18,0
DOXORUBICIN_GELDANAMYCIN_DLD1,DOXORUBICIN,GELDANAMYCIN,5,-7.33289702,8,18,0
DOXORUBICIN_GELDANAMYCIN_ES2,DOXORUBICIN,GELDANAMYCIN,10,3.573388817,8,18,1
DOXORUBICIN_GELDANAMYCIN_HCT116,DOXORUBICIN,GELDANAMYCIN,2,-3.996297244,8,18,0
