Drug1,Drug2,cell,drug1_db,drug2_db,synergy,synergistic
AZACYTIDINE,ANASTROZOLE,49,634,327,-2.14,0
CRIZOTINIB,MITOTANE,55,470,172,1.54,1
DASATINIB,ZOLEDRONIC ACID,18,43,657,-2.57,0
MITOTANE,IXABEPILONE,27,172,362,-1.38,0
DOCETAXEL,ALLOPURINOL,70,280,225,-6.46,0
RALOXIFENE,METHOTREXATE,61,594,340,3.99,1
ALLOPURINOL,IXABEPILONE,44,225,362,-0.65,0
ANASTROZOLE,IXABEPILONE,68,327,362,3.95,1
METHOTREXATE,ARSENIC TRIOXIDE,26,340,472,-3.11,0
PRALATREXATE,MERCAPTOPURINE,70,392,697,-1.79,0
LETROZOLE,SUNITINIB,31,321,343,2.69,1
CYTARABINE HYDROCHLORIDE,QUINACRINE HYDROCHLORIDE,70,235,168,-3.08,0
PACLITAXEL,HYDROXYUREA,16,729,403,-0.76,0
METHOXSALEN,ARSENIC TRIOXIDE,70,241,472,-2.21,0
CELECOXIB,METHOXSALEN,65,159,241,3.23,1
QUINACRINE HYDROCHLORIDE,IMIQUIMOD,6,168,696,-7.85,0
RALOXIFENE,PACLITAXEL,1,594,729,3.95,1
FULVESTRANT,ZOLEDRONIC ACID,70,27,657,-0.78,0
NILOTINIB,PRALATREXATE,18,69,392,2.05,1
FULVESTRANT,AMIFOSTINE,75,27,466,1.75,1
LAPATINIB,METHOXSALEN,4,667,241,-3.45,0
MERCAPTOPURINE,ARSENIC TRIOXIDE,31,697,472,-3.22,0
DOCETAXEL,ERLOTINIB HYDROCHLORIDE,1,280,409,-2.08,0
BLEOMYCIN,ARSENIC TRIOXIDE,49,212,472,-2.44,0
CYTARABINE HYDROCHLORIDE,DOCETAXEL,58,235,280,-1.74,0
SUNITINIB,ZOLEDRONIC ACID,28,343,657,2.46,1
DASATINIB,HYDROXYUREA,74,43,403,-1.7,0
TAMOXIFEN CITRATE,ALLOPURINOL,10,2,225,1.55,1
NILOTINIB,AZACYTIDINE,6,69,634,0.29,1
SORAFENIB,CARMUSTINE,26,566,495,-1.3,0
FLUDARABINE BASE,ALLOPURINOL,28,61,225,-5.4,0
LETROZOLE,MITOTANE,74,321,172,3.36,1
METHOXSALEN,ARSENIC TRIOXIDE,30,241,472,3.01,1
BLEOMYCIN,IMIQUIMOD,61,212,696,8.6,1
QUINACRINE HYDROCHLORIDE,METHOXSALEN,49,168,241,-0.98,0
PACLITAXEL,MERCAPTOPURINE,75,729,697,-4.21,0
HYDROXYUREA,PRALATREXATE,42,403,392,-0.27,0
LETROZOLE,ZOLEDRONIC ACID,6,321,657,0.21,1
METHOTREXATE,TRETINOIN,72,340,231,4.76,1
FLUDARABINE BASE,BLEOMYCIN,63,61,212,-1.21,0
ALLOPURINOL,THALIDOMIDE,74,225,249,-2.26,0
DAUNORUBICIN HYDROCHLORIDE,DASATINIB,28,704,43,4.4,1
TRETINOIN,SUNITINIB,63,231,343,0.38,1
RALOXIFENE,DEXRAZOXANE,18,594,391,-2.66,0
BLEOMYCIN,ERLOTINIB HYDROCHLORIDE,39,212,409,-0.68,0
PACLITAXEL,THALIDOMIDE,74,729,249,-4.79,0
ZOLEDRONIC ACID,THALIDOMIDE,0,657,249,-0.18,0
LETROZOLE,METHOTREXATE,43,321,340,0.24,1
THALIDOMIDE,IXABEPILONE,0,249,362,1.22,1
CELECOXIB,SUNITINIB,30,159,343,3.59,1
PRALATREXATE,QUINACRINE HYDROCHLORIDE,75,392,168,-7.97,0
IMIQUIMOD,IXABEPILONE,29,696,362,2.24,1
DASATINIB,IXABEPILONE,51,43,362,-0.48,0
MEGESTROL ACETATE,AMIFOSTINE,17,660,466,3.61,1
PACLITAXEL,PRALATREXATE,29,729,392,-2.18,0
PRALATREXATE,THALIDOMIDE,44,392,249,-1.43,0
HYDROXYUREA,IMIQUIMOD,4,403,696,-1.78,0
LAPATINIB,QUINACRINE HYDROCHLORIDE,42,667,168,-3.3,0
TAMOXIFEN CITRATE,QUINACRINE HYDROCHLORIDE,56,2,168,1.98,1
SORAFENIB,PRALATREXATE,4,566,392,-0.62,0
DOCETAXEL,DASATINIB,8,280,43,-2.69,0
TAMOXIFEN CITRATE,METHOXSALEN,68,2,241,6.54,1
FLUDARABINE BASE,PACLITAXEL,54,61,729,-1.19,0
SORAFENIB,AMIFOSTINE,17,566,466,7.17,1
IMATINIB,ALLOPURINOL,4,406,225,0.9,1
AMIFOSTINE,TOPOTECAN HYDROCHLORIDE,1,466,307,-2.85,0
CELECOXIB,IMATINIB,75,159,406,1.27,1
AZACYTIDINE,METHOXSALEN,58,634,241,-4.47,0
SUNITINIB,MERCAPTOPURINE,72,343,697,-5.22,0
HYDROXYUREA,FULVESTRANT,58,403,27,-6.94,0
ALLOPURINOL,BORTEZOMIB,29,225,131,4.72,1
TENIPOSIDE,AMIFOSTINE,61,344,466,-4.64,0
ALLOPURINOL,THALIDOMIDE,8,225,249,-5.52,0
LETROZOLE,CARMUSTINE,68,321,495,2.06,1
THALIDOMIDE,CARMUSTINE,49,249,495,-3.64,0
CYTARABINE HYDROCHLORIDE,IMIQUIMOD,75,235,696,1.66,1
CYTARABINE HYDROCHLORIDE,AZACYTIDINE,26,235,634,-5.81,0
CELECOXIB,FULVESTRANT,44,159,27,2.91,1
AZACYTIDINE,DASATINIB,4,634,43,-3.61,0
IMATINIB,ZOLEDRONIC ACID,65,406,657,3.56,1
TRETINOIN,MITOTANE,54,231,172,-1.09,0
BLEOMYCIN,CARMUSTINE,51,212,495,-1.51,0
NILOTINIB,IXABEPILONE,55,69,362,0.84,1
RALOXIFENE,METHOTREXATE,64,594,340,3.46,1
NILOTINIB,AZACYTIDINE,3,69,634,2.6,1
ANASTROZOLE,ERLOTINIB HYDROCHLORIDE,63,327,409,1.58,1
AZACYTIDINE,IXABEPILONE,58,634,362,0.14,1
LETROZOLE,TOPOTECAN HYDROCHLORIDE,19,321,307,-3.82,0
BLEOMYCIN,CARMUSTINE,73,212,495,-2.47,0
FULVESTRANT,DOCETAXEL,6,27,280,2.28,1
BORTEZOMIB,ARSENIC TRIOXIDE,38,131,472,-1.01,0
MITOXANTRONE,DASATINIB,43,122,43,-7.37,0
PACLITAXEL,ZOLEDRONIC ACID,38,729,657,-7.81,0
LETROZOLE,CARMUSTINE,70,321,495,-2.82,0
PRALATREXATE,MERCAPTOPURINE,73,392,697,-5.75,0
MITOTANE,THALIDOMIDE,48,172,249,-2.12,0
IMATINIB,AMIFOSTINE,72,406,466,2.23,1
MERCAPTOPURINE,QUINACRINE HYDROCHLORIDE,27,697,168,-2.36,0
SORAFENIB,IXABEPILONE,48,566,362,17.14,1
ERLOTINIB HYDROCHLORIDE,ARSENIC TRIOXIDE,18,409,472,4.49,1
HYDROXYUREA,MERCAPTOPURINE,63,403,697,-8.02,0
SUNITINIB,MITOTANE,31,343,172,-3.78,0
SORAFENIB,CARMUSTINE,72,566,495,-3.33,0
NILOTINIB,MITOTANE,3,69,172,-1.51,0
IMATINIB,DOCETAXEL,56,406,280,10.5,1
METHOTREXATE,TAMOXIFEN CITRATE,17,340,2,-4.52,0
LAPATINIB,CARMUSTINE,58,667,495,-2.29,0
FLUDARABINE BASE,TRETINOIN,16,61,231,-8.18,0
DEXRAZOXANE,AMIFOSTINE,55,391,466,1.25,1
QUINACRINE HYDROCHLORIDE,ARSENIC TRIOXIDE,29,168,472,-4.41,0
METHOXSALEN,IMIQUIMOD,49,241,696,0.63,1
CYTARABINE HYDROCHLORIDE,ALLOPURINOL,4,235,225,-0.71,0
CELECOXIB,THALIDOMIDE,0,159,249,-2.63,0
ALLOPURINOL,ARSENIC TRIOXIDE,27,225,472,1.88,1
RALOXIFENE,TRETINOIN,26,594,231,1.59,1
PRALATREXATE,IMIQUIMOD,8,392,696,4.1,1
TRETINOIN,ALLOPURINOL,54,231,225,0.82,1
FLUDARABINE BASE,DASATINIB,54,61,43,-4.69,0
DASATINIB,ALLOPURINOL,0,43,225,-9.31,0
METHOTREXATE,TOPOTECAN HYDROCHLORIDE,64,340,307,-4.08,0
QUINACRINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,27,168,409,18.54,1
LAPATINIB,ANASTROZOLE,26,667,327,-0.3,0
MITOTANE,ARSENIC TRIOXIDE,75,172,472,-1.68,0
DOCETAXEL,AMIFOSTINE,75,280,466,-7.13,0
ALLOPURINOL,ERLOTINIB HYDROCHLORIDE,26,225,409,-3.56,0
DEXRAZOXANE,METHOTREXATE,72,391,340,-1.78,0
CYTARABINE HYDROCHLORIDE,PACLITAXEL,44,235,729,-1.6,0
DASATINIB,CARMUSTINE,39,43,495,-2.43,0
ANASTROZOLE,AMIFOSTINE,30,327,466,2.06,1
PACLITAXEL,PRALATREXATE,10,729,392,6.1,1
FLUDARABINE BASE,NILOTINIB,52,61,69,0.16,1
LETROZOLE,DASATINIB,48,321,43,-2.88,0
MERCAPTOPURINE,TOPOTECAN HYDROCHLORIDE,38,697,307,-2.99,0
SORAFENIB,ERLOTINIB HYDROCHLORIDE,13,566,409,1.41,1
NILOTINIB,BORTEZOMIB,55,69,131,-5.15,0
NILOTINIB,PRALATREXATE,68,69,392,1.28,1
MITOTANE,CARMUSTINE,26,172,495,-3.05,0
DASATINIB,IXABEPILONE,49,43,362,2.81,1
NILOTINIB,DOCETAXEL,6,69,280,1.73,1
RALOXIFENE,IMIQUIMOD,17,594,696,8.69,1
QUINACRINE HYDROCHLORIDE,THALIDOMIDE,19,168,249,11.04,1
DASATINIB,BORTEZOMIB,42,43,131,0.89,1
RALOXIFENE,5-FU,61,594,143,0.53,1
MERCAPTOPURINE,TOPOTECAN HYDROCHLORIDE,13,697,307,-6.43,0
DOCETAXEL,METHOTREXATE,48,280,340,-4.79,0
LAPATINIB,METHOTREXATE,10,667,340,6.15,1
MERCAPTOPURINE,AMIFOSTINE,28,697,466,-3.4,0
NILOTINIB,ARSENIC TRIOXIDE,70,69,472,3.09,1
TRETINOIN,ANASTROZOLE,60,231,327,-5.97,0
IMIQUIMOD,ARSENIC TRIOXIDE,75,696,472,0.84,1
AZACYTIDINE,QUINACRINE HYDROCHLORIDE,63,634,168,-5.93,0
CELECOXIB,MERCAPTOPURINE,17,159,697,-1.76,0
IMATINIB,LAPATINIB,72,406,667,1.54,1
AZACYTIDINE,AMIFOSTINE,28,634,466,-2.96,0
DOCETAXEL,TOPOTECAN HYDROCHLORIDE,70,280,307,-9.08,0
RALOXIFENE,HYDROXYUREA,13,594,403,2.16,1
NILOTINIB,THALIDOMIDE,4,69,249,10.42,1
HYDROXYUREA,MITOTANE,29,403,172,18.69,1
FULVESTRANT,BORTEZOMIB,52,27,131,11.48,1
METHOTREXATE,NILOTINIB,39,340,69,-5.39,0
LAPATINIB,ZOLEDRONIC ACID,39,667,657,1.27,1
PACLITAXEL,MITOTANE,68,729,172,5.65,1
METHOTREXATE,THALIDOMIDE,48,340,249,-2.11,0
DASATINIB,MITOTANE,27,43,172,-0.13,0
CYTARABINE HYDROCHLORIDE,BLEOMYCIN,1,235,212,-2.6,0
GEFITINIB,BLEOMYCIN,64,675,212,1.2,1
IMATINIB,SUNITINIB,27,406,343,13.49,1
FULVESTRANT,SORAFENIB,1,27,566,0.23,1
PEMETREXED,DASATINIB,54,51,43,-6.63,0
CELECOXIB,IMIQUIMOD,16,159,696,0.21,1
ALLOPURINOL,METHOXSALEN,0,225,241,-2.66,0
ANASTROZOLE,METHOTREXATE,31,327,340,1.55,1
AZACYTIDINE,ARSENIC TRIOXIDE,55,634,472,-7.41,0
LENALIDOMIDE,BLEOMYCIN,10,358,212,-5.35,0
DAUNORUBICIN HYDROCHLORIDE,METHOTREXATE,52,704,340,6.16,1
FLUDARABINE BASE,TOPOTECAN HYDROCHLORIDE,39,61,307,-5.76,0
LETROZOLE,TOPOTECAN HYDROCHLORIDE,65,321,307,-0.23,0
CELECOXIB,ANASTROZOLE,75,159,327,-0.84,0
CYTARABINE HYDROCHLORIDE,NILOTINIB,29,235,69,-3.79,0
METHOTREXATE,QUINACRINE HYDROCHLORIDE,17,340,168,-1.9,0
SORAFENIB,PRALATREXATE,72,566,392,26.46,1
PACLITAXEL,BLEOMYCIN,26,729,212,-6.08,0
ALLOPURINOL,METHOXSALEN,29,225,241,-1.38,0
DASATINIB,ZOLEDRONIC ACID,30,43,657,1.34,1
FLUDARABINE BASE,ANASTROZOLE,17,61,327,-3.02,0
LOMUSTINE,AMIFOSTINE,63,412,466,-2.14,0
ZOLEDRONIC ACID,MERCAPTOPURINE,44,657,697,-9.5,0
NILOTINIB,BLEOMYCIN,49,69,212,-3.51,0
DOCETAXEL,ZOLEDRONIC ACID,58,280,657,-1.35,0
AZACYTIDINE,TOPOTECAN HYDROCHLORIDE,51,634,307,-4.21,0
TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,13,307,409,-4.49,0
DASATINIB,TOPOTECAN HYDROCHLORIDE,49,43,307,0.71,1
ERLOTINIB HYDROCHLORIDE,ARSENIC TRIOXIDE,49,409,472,-0.43,0
DOCETAXEL,SORAFENIB,30,280,566,9.16,1
TRETINOIN,METHOXSALEN,70,231,241,3.77,1
METHOTREXATE,ERLOTINIB HYDROCHLORIDE,54,340,409,0.63,1
TRETINOIN,ZOLEDRONIC ACID,72,231,657,1.0,1
MITOTANE,ERLOTINIB HYDROCHLORIDE,0,172,409,-3.25,0
LAPATINIB,CARMUSTINE,27,667,495,-6.2,0
CYTARABINE HYDROCHLORIDE,TAMOXIFEN CITRATE,75,235,2,-0.61,0
FULVESTRANT,CARMUSTINE,61,27,495,-7.09,0
ZOLEDRONIC ACID,IMIQUIMOD,29,657,696,3.79,1
LETROZOLE,ANASTROZOLE,75,321,327,0.93,1
METHOTREXATE,IMATINIB,68,340,406,-0.82,0
IMATINIB,ALLOPURINOL,44,406,225,5.79,1
RALOXIFENE,VEMURAFENIB,17,594,181,9.3,1
FLUDARABINE BASE,ANASTROZOLE,28,61,327,4.35,1
FULVESTRANT,ARSENIC TRIOXIDE,26,27,472,-3.24,0
QUINACRINE HYDROCHLORIDE,METHOXSALEN,42,168,241,19.0,1
DOCETAXEL,LAPATINIB,39,280,667,5.15,1
LETROZOLE,CYTARABINE HYDROCHLORIDE,74,321,235,-7.72,0
BLEOMYCIN,THALIDOMIDE,8,212,249,-1.77,0
TRETINOIN,ZOLEDRONIC ACID,56,231,657,-3.57,0
SUNITINIB,TOPOTECAN HYDROCHLORIDE,72,343,307,-5.18,0
DOCETAXEL,ALLOPURINOL,26,280,225,-2.69,0
LAPATINIB,METHOTREXATE,68,667,340,-5.44,0
TRETINOIN,TAMOXIFEN CITRATE,63,231,2,-2.12,0
AZACYTIDINE,ARSENIC TRIOXIDE,61,634,472,-3.54,0
SUNITINIB,ERLOTINIB HYDROCHLORIDE,26,343,409,-6.28,0
RALOXIFENE,CARMUSTINE,65,594,495,2.74,1
METHOTREXATE,AMIFOSTINE,58,340,466,-6.65,0
LETROZOLE,SUNITINIB,27,321,343,8.0,1
PACLITAXEL,ARSENIC TRIOXIDE,63,729,472,-1.21,0
METHOXSALEN,ARSENIC TRIOXIDE,42,241,472,-0.24,0
SORAFENIB,MITOTANE,0,566,172,7.99,1
MERCAPTOPURINE,IXABEPILONE,68,697,362,-4.78,0
MITOTANE,TOPOTECAN HYDROCHLORIDE,68,172,307,-1.37,0
DOCETAXEL,HYDROXYUREA,30,280,403,8.42,1
RALOXIFENE,ARSENIC TRIOXIDE,30,594,472,5.79,1
RALOXIFENE,IXABEPILONE,18,594,362,1.18,1
CARMUSTINE,ERLOTINIB HYDROCHLORIDE,56,495,409,4.24,1
TRETINOIN,METHOXSALEN,44,231,241,-0.4,0
FULVESTRANT,CARMUSTINE,64,27,495,-1.24,0
FLUDARABINE BASE,BLEOMYCIN,56,61,212,-7.08,0
HYDROXYUREA,QUINACRINE HYDROCHLORIDE,52,403,168,-2.72,0
FLUDARABINE BASE,ZOLEDRONIC ACID,52,61,657,-0.91,0
DAUNORUBICIN HYDROCHLORIDE,METHOTREXATE,10,704,340,-8.3,0
PRALATREXATE,METHOXSALEN,73,392,241,7.84,1
ANASTROZOLE,PRALATREXATE,56,327,392,-2.44,0
RALOXIFENE,FULVESTRANT,0,594,27,-2.35,0
HYDROXYUREA,BLEOMYCIN,39,403,212,0.09,1
DASATINIB,ZOLEDRONIC ACID,8,43,657,-5.42,0
METHOXSALEN,ERLOTINIB HYDROCHLORIDE,1,241,409,-1.87,0
METHOTREXATE,CARMUSTINE,29,340,495,-8.52,0
SORAFENIB,METHOXSALEN,30,566,241,10.5,1
NILOTINIB,PACLITAXEL,49,69,729,9.12,1
MITOXANTRONE,METHOTREXATE,73,122,340,-2.13,0
DOCETAXEL,THALIDOMIDE,52,280,249,2.56,1
METHOTREXATE,BORTEZOMIB,17,340,131,1.87,1
DASATINIB,LAPATINIB,72,43,667,-0.46,0
MITOTANE,METHOXSALEN,18,172,241,-2.89,0
METHOXSALEN,ERLOTINIB HYDROCHLORIDE,55,241,409,2.17,1
DASATINIB,HYDROXYUREA,56,43,403,-1.94,0
CARMUSTINE,ARSENIC TRIOXIDE,56,495,472,-1.58,0
MERCAPTOPURINE,IXABEPILONE,51,697,362,0.29,1
TRETINOIN,BORTEZOMIB,27,231,131,-1.03,0
CELECOXIB,MITOTANE,18,159,172,2.95,1
LAPATINIB,PRALATREXATE,44,667,392,3.29,1
RALOXIFENE,MERCAPTOPURINE,63,594,697,0.64,1
LENALIDOMIDE,DASATINIB,43,358,43,-2.47,0
RALOXIFENE,CYTARABINE HYDROCHLORIDE,38,594,235,1.04,1
LOMUSTINE,BLEOMYCIN,61,412,212,-5.3,0
THALIDOMIDE,TOPOTECAN HYDROCHLORIDE,19,249,307,-11.24,0
PACLITAXEL,DASATINIB,44,729,43,-0.87,0
METHOTREXATE,TAMOXIFEN CITRATE,74,340,2,-4.96,0
FLUDARABINE BASE,BLEOMYCIN,28,61,212,1.74,1
TRETINOIN,SUNITINIB,70,231,343,5.54,1
DAUNORUBICIN HYDROCHLORIDE,BLEOMYCIN,10,704,212,-6.99,0
HYDROXYUREA,QUINACRINE HYDROCHLORIDE,54,403,168,-4.39,0
HYDROXYUREA,AMIFOSTINE,31,403,466,1.25,1
TRETINOIN,IMIQUIMOD,65,231,696,-3.75,0
METHOTREXATE,TAMOXIFEN CITRATE,43,340,2,-4.82,0
DOCETAXEL,SORAFENIB,19,280,566,15.81,1
FLUDARABINE BASE,LAPATINIB,51,61,667,5.26,1
DASATINIB,SUNITINIB,44,43,343,0.84,1
LAPATINIB,IMIQUIMOD,60,667,696,-2.63,0
TRETINOIN,CARMUSTINE,52,231,495,-3.75,0
LETROZOLE,MERCAPTOPURINE,26,321,697,-1.09,0
NILOTINIB,ANASTROZOLE,49,69,327,-0.03,0
LAPATINIB,SUNITINIB,3,667,343,-0.42,0
IMATINIB,FULVESTRANT,52,406,27,-3.81,0
ZOLEDRONIC ACID,ERLOTINIB HYDROCHLORIDE,4,657,409,4.94,1
LETROZOLE,BLEOMYCIN,1,321,212,-3.01,0
DOCETAXEL,ZOLEDRONIC ACID,48,280,657,3.79,1
CYTARABINE HYDROCHLORIDE,MITOTANE,13,235,172,2.21,1
MERCAPTOPURINE,NILOTINIB,6,697,69,-2.25,0
LETROZOLE,FULVESTRANT,42,321,27,-3.89,0
ZOLEDRONIC ACID,METHOXSALEN,61,657,241,8.04,1
IMIQUIMOD,IXABEPILONE,18,696,362,0.8,1
DACARBAZINE,METHOTREXATE,70,588,340,4.06,1
MERCAPTOPURINE,ERLOTINIB HYDROCHLORIDE,58,697,409,-11.06,0
AZACYTIDINE,LAPATINIB,30,634,667,-9.38,0
MITOTANE,PRALATREXATE,42,172,392,2.25,1
ZOLEDRONIC ACID,QUINACRINE HYDROCHLORIDE,63,657,168,-6.87,0
ANASTROZOLE,METHOXSALEN,10,327,241,3.77,1
NILOTINIB,DOCETAXEL,44,69,280,10.23,1
ZOLEDRONIC ACID,METHOXSALEN,39,657,241,9.79,1
CYTARABINE HYDROCHLORIDE,NILOTINIB,49,235,69,-1.55,0
NILOTINIB,DOCETAXEL,18,69,280,32.85,1
LENALIDOMIDE,AMIFOSTINE,30,358,466,-1.85,0
MITOTANE,PRALATREXATE,18,172,392,0.02,1
METHOTREXATE,IMIQUIMOD,1,340,696,1.14,1
NILOTINIB,MITOTANE,27,69,172,-1.22,0
TAMOXIFEN CITRATE,SUNITINIB,43,2,343,0.32,1
METHOTREXATE,THALIDOMIDE,4,340,249,6.98,1
LETROZOLE,ALLOPURINOL,13,321,225,-1.84,0
QUINACRINE HYDROCHLORIDE,CARMUSTINE,26,168,495,-10.07,0
MEGESTROL ACETATE,AMIFOSTINE,61,660,466,-5.89,0
TRETINOIN,PRALATREXATE,58,231,392,-3.06,0
METHOTREXATE,CARMUSTINE,63,340,495,-3.37,0
TRETINOIN,ALLOPURINOL,63,231,225,8.87,1
ALLOPURINOL,METHOXSALEN,61,225,241,6.23,1
BLEOMYCIN,PRALATREXATE,68,212,392,0.17,1
TRETINOIN,IXABEPILONE,17,231,362,4.31,1
CYTARABINE HYDROCHLORIDE,METHOXSALEN,63,235,241,-4.32,0
AZACYTIDINE,ARSENIC TRIOXIDE,10,634,472,-2.86,0
FLUDARABINE BASE,IMATINIB,30,61,406,2.86,1
FLUDARABINE BASE,DASATINIB,44,61,43,-2.85,0
LETROZOLE,MITOTANE,58,321,172,-0.29,0
DASATINIB,IMIQUIMOD,8,43,696,0.48,1
BLEOMYCIN,ANASTROZOLE,19,212,327,-6.13,0
CYTARABINE HYDROCHLORIDE,LAPATINIB,6,235,667,-8.84,0
LOMUSTINE,DASATINIB,61,412,43,-2.04,0
MERCAPTOPURINE,ALLOPURINOL,10,697,225,1.09,1
TRETINOIN,ANASTROZOLE,49,231,327,-0.25,0
FLUDARABINE BASE,ARSENIC TRIOXIDE,38,61,472,-2.32,0
CARMUSTINE,BORTEZOMIB,72,495,131,-5.45,0
TAMOXIFEN CITRATE,CARMUSTINE,64,2,495,-1.59,0
BLEOMYCIN,BORTEZOMIB,0,212,131,-0.35,0
QUINACRINE HYDROCHLORIDE,IMIQUIMOD,60,168,696,9.47,1
PEMETREXED,AMIFOSTINE,0,51,466,-4.35,0
LAPATINIB,IMIQUIMOD,44,667,696,-1.57,0
DASATINIB,IMIQUIMOD,51,43,696,-4.97,0
RALOXIFENE,HYDROXYUREA,28,594,403,-2.3,0
CELECOXIB,NILOTINIB,13,159,69,-3.13,0
BLEOMYCIN,ALLOPURINOL,48,212,225,-0.21,0
MERCAPTOPURINE,METHOXSALEN,39,697,241,-1.37,0
PEMETREXED,BLEOMYCIN,61,51,212,-2.31,0
CARMUSTINE,BORTEZOMIB,8,495,131,-3.05,0
NILOTINIB,MITOTANE,74,69,172,-0.42,0
CYTARABINE HYDROCHLORIDE,DASATINIB,61,235,43,1.84,1
TRETINOIN,PACLITAXEL,75,231,729,12.95,1
FLUDARABINE BASE,DOCETAXEL,10,61,280,0.28,1
IMATINIB,DOCETAXEL,51,406,280,16.99,1
ZOLEDRONIC ACID,IMIQUIMOD,58,657,696,1.32,1
LETROZOLE,TRETINOIN,72,321,231,1.9,1
FLUDARABINE BASE,IMATINIB,42,61,406,-1.52,0
NILOTINIB,TOPOTECAN HYDROCHLORIDE,58,69,307,-7.09,0
TAMOXIFEN CITRATE,NILOTINIB,31,2,69,-0.31,0
FULVESTRANT,ANASTROZOLE,13,27,327,-4.37,0
SUNITINIB,ERLOTINIB HYDROCHLORIDE,56,343,409,-5.62,0
THALIDOMIDE,TOPOTECAN HYDROCHLORIDE,63,249,307,-1.02,0
PACLITAXEL,QUINACRINE HYDROCHLORIDE,19,729,168,-4.82,0
TRETINOIN,ARSENIC TRIOXIDE,31,231,472,-1.79,0
DASATINIB,METHOXSALEN,70,43,241,-0.97,0
RALOXIFENE,DEXRAZOXANE,51,594,391,-7.87,0
TRETINOIN,MERCAPTOPURINE,60,231,697,-5.06,0
CELECOXIB,BLEOMYCIN,56,159,212,-8.15,0
DOCETAXEL,IMIQUIMOD,48,280,696,3.22,1
IMATINIB,IMIQUIMOD,61,406,696,-2.78,0
LAPATINIB,SUNITINIB,49,667,343,-1.3,0
PACLITAXEL,MITOTANE,72,729,172,0.66,1
IMIQUIMOD,ARSENIC TRIOXIDE,17,696,472,2.46,1
ANASTROZOLE,QUINACRINE HYDROCHLORIDE,19,327,168,-3.25,0
CELECOXIB,QUINACRINE HYDROCHLORIDE,54,159,168,-7.01,0
CYTARABINE HYDROCHLORIDE,AZACYTIDINE,51,235,634,-11.19,0
MEGESTROL ACETATE,AMIFOSTINE,16,660,466,-1.58,0
RALOXIFENE,ZOLEDRONIC ACID,28,594,657,-2.17,0
LETROZOLE,TAMOXIFEN CITRATE,56,321,2,-3.46,0
METHOXSALEN,IXABEPILONE,8,241,362,2.34,1
ANASTROZOLE,ARSENIC TRIOXIDE,19,327,472,1.84,1
LETROZOLE,MERCAPTOPURINE,60,321,697,-7.71,0
ALLOPURINOL,AMIFOSTINE,30,225,466,-4.35,0
CELECOXIB,MITOTANE,0,159,172,1.08,1
PRALATREXATE,IMIQUIMOD,16,392,696,0.89,1
DOCETAXEL,MERCAPTOPURINE,70,280,697,7.81,1
MERCAPTOPURINE,BORTEZOMIB,8,697,131,-6.78,0
AZACYTIDINE,ANASTROZOLE,6,634,327,-0.28,0
TAMOXIFEN CITRATE,METHOXSALEN,52,2,241,-1.06,0
TRETINOIN,MITOTANE,3,231,172,-4.32,0
IMATINIB,MITOTANE,4,406,172,1.55,1
DASATINIB,QUINACRINE HYDROCHLORIDE,55,43,168,13.56,1
TOPOTECAN HYDROCHLORIDE,CARMUSTINE,13,307,495,-16.91,0
NILOTINIB,ERLOTINIB HYDROCHLORIDE,73,69,409,-1.91,0
RALOXIFENE,IMIQUIMOD,19,594,696,5.5,1
HYDROXYUREA,SORAFENIB,39,403,566,-1.47,0
MITOTANE,FULVESTRANT,65,172,27,-0.08,0
TAMOXIFEN CITRATE,IXABEPILONE,17,2,362,6.35,1
ANASTROZOLE,CARMUSTINE,58,327,495,-1.0,0
FULVESTRANT,THALIDOMIDE,28,27,249,2.43,1
SUNITINIB,METHOTREXATE,26,343,340,-3.01,0
NILOTINIB,TOPOTECAN HYDROCHLORIDE,3,69,307,-2.95,0
RALOXIFENE,MITOTANE,4,594,172,-1.42,0
SUNITINIB,MITOTANE,4,343,172,1.46,1
RALOXIFENE,METHOTREXATE,52,594,340,-0.08,0
FLUDARABINE BASE,PRALATREXATE,43,61,392,-3.54,0
LAPATINIB,MERCAPTOPURINE,30,667,697,-13.48,0
FULVESTRANT,ANASTROZOLE,28,27,327,2.72,1
MITOTANE,TOPOTECAN HYDROCHLORIDE,65,172,307,4.49,1
IXABEPILONE,BORTEZOMIB,55,362,131,3.57,1
IMATINIB,THALIDOMIDE,48,406,249,-3.85,0
ALLOPURINOL,QUINACRINE HYDROCHLORIDE,18,225,168,0.82,1
DOCETAXEL,SORAFENIB,8,280,566,23.77,1
MEGESTROL ACETATE,DASATINIB,64,660,43,-3.85,0
ALLOPURINOL,IXABEPILONE,16,225,362,4.4,1
MITOXANTRONE,ARSENIC TRIOXIDE,17,122,472,-0.88,0
ZOLEDRONIC ACID,THALIDOMIDE,65,657,249,-0.54,0
SORAFENIB,METHOXSALEN,1,566,241,-1.01,0
TRETINOIN,ANASTROZOLE,26,231,327,2.59,1
FULVESTRANT,IMIQUIMOD,6,27,696,-3.34,0
TAMOXIFEN CITRATE,AMIFOSTINE,48,2,466,-0.01,0
BLEOMYCIN,MERCAPTOPURINE,54,212,697,-0.82,0
ZOLEDRONIC ACID,TOPOTECAN HYDROCHLORIDE,29,657,307,-3.74,0
