Drug1,Drug2,cell,drug1_db,drug2_db,synergy,synergistic
METHOTREXATE,ARSENIC TRIOXIDE,65,440,543,2.28,1
CYTARABINE HYDROCHLORIDE,MITOTANE,60,508,385,-7.39,0
CYTARABINE HYDROCHLORIDE,HYDROXYUREA,35,508,342,-7.15,0
RALOXIFENE,GEFITINIB,10,370,446,-0.58,0
RALOXIFENE,RUXOLITINIB,65,370,20,2.43,1
LAPATINIB,TOPOTECAN HYDROCHLORIDE,16,531,745,-3.07,0
IMATINIB,CARMUSTINE,5,625,331,-5.3,0
CELECOXIB,QUINACRINE HYDROCHLORIDE,56,271,298,1.73,1
TAMOXIFEN CITRATE,AMIFOSTINE,58,284,495,-1.59,0
CELECOXIB,THALIDOMIDE,38,271,41,-0.87,0
METHOTREXATE,ARSENIC TRIOXIDE,3,440,543,3.12,1
SORAFENIB,PRALATREXATE,36,159,206,-1.53,0
DASATINIB,THALIDOMIDE,17,458,41,-1.95,0
PACLITAXEL,THALIDOMIDE,39,267,41,-0.78,0
IMATINIB,METHOXSALEN,9,625,687,3.61,1
NILOTINIB,IXABEPILONE,16,553,161,3.07,1
IMATINIB,CARMUSTINE,14,625,331,1.01,1
SUNITINIB,ALLOPURINOL,50,366,37,1.89,1
FLUDARABINE BASE,ZOLEDRONIC ACID,14,725,672,1.41,1
METHOTREXATE,THALIDOMIDE,36,440,41,3.5,1
TAMOXIFEN CITRATE,ALLOPURINOL,7,284,37,-1.11,0
BLEOMYCIN,THALIDOMIDE,36,484,41,-4.14,0
CELECOXIB,MERCAPTOPURINE,24,271,262,-1.84,0
BLEOMYCIN,METHOTREXATE,56,484,440,-6.93,0
TRETINOIN,MERCAPTOPURINE,19,431,262,-1.26,0
CELECOXIB,FLUDARABINE BASE,43,271,725,-2.87,0
DOCETAXEL,SORAFENIB,57,164,159,25.14,1
SORAFENIB,METHOXSALEN,16,159,687,6.06,1
DOCETAXEL,HYDROXYUREA,24,164,342,20.57,1
METHOTREXATE,MERCAPTOPURINE,21,440,262,-7.21,0
TENIPOSIDE,METHOTREXATE,34,717,440,-7.21,0
LETROZOLE,ZOLEDRONIC ACID,60,349,672,-0.21,0
AZACYTIDINE,ANASTROZOLE,30,362,308,-1.61,0
TAMOXIFEN CITRATE,NILOTINIB,12,284,553,-1.97,0
DOCETAXEL,IXABEPILONE,62,164,161,3.08,1
DOCETAXEL,METHOTREXATE,42,164,440,2.91,1
CELECOXIB,SORAFENIB,3,271,159,-3.38,0
RALOXIFENE,BLEOMYCIN,58,370,484,-4.44,0
PEMETREXED,METHOTREXATE,3,459,440,-2.75,0
RALOXIFENE,LETROZOLE,7,370,349,-1.19,0
AZACYTIDINE,HYDROXYUREA,65,362,342,-3.65,0
FLUDARABINE BASE,THALIDOMIDE,33,725,41,-0.29,0
IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,36,241,367,-0.98,0
ZOLEDRONIC ACID,TOPOTECAN HYDROCHLORIDE,43,672,745,-3.19,0
DEXRAZOXANE,DASATINIB,65,562,458,3.4,1
RALOXIFENE,VANDETANIB,42,370,344,-6.59,0
ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,3,367,393,21.94,1
FLUDARABINE BASE,ZOLEDRONIC ACID,17,725,672,1.15,1
ZOLEDRONIC ACID,BORTEZOMIB,33,672,393,-0.73,0
FLUDARABINE BASE,DASATINIB,67,725,458,7.89,1
CELECOXIB,METHOXSALEN,60,271,687,-1.24,0
FLUDARABINE BASE,PRALATREXATE,49,725,206,-0.39,0
HYDROXYUREA,METHOXSALEN,67,342,687,-0.34,0
TAMOXIFEN CITRATE,BLEOMYCIN,36,284,484,-5.89,0
DOCETAXEL,ALLOPURINOL,24,164,37,-1.02,0
MITOTANE,CARMUSTINE,50,385,331,-2.33,0
IMIQUIMOD,IXABEPILONE,19,241,161,4.9,1
ANASTROZOLE,ERLOTINIB HYDROCHLORIDE,49,308,367,-3.28,0
RALOXIFENE,AZACYTIDINE,10,370,362,0.27,1
5-FU,METHOTREXATE,3,251,440,-3.17,0
PEMETREXED,DASATINIB,43,459,458,-0.59,0
DOCETAXEL,METHOTREXATE,5,164,440,3.29,1
MEGESTROL ACETATE,AMIFOSTINE,56,656,495,8.23,1
MITOTANE,ERLOTINIB HYDROCHLORIDE,16,385,367,1.39,1
MITOTANE,ARSENIC TRIOXIDE,7,385,543,-0.29,0
AZACYTIDINE,CARMUSTINE,34,362,331,-10.6,0
IMATINIB,HYDROXYUREA,46,625,342,-0.66,0
MITOTANE,ANASTROZOLE,17,385,308,-3.21,0
ZOLEDRONIC ACID,TOPOTECAN HYDROCHLORIDE,16,672,745,-3.92,0
SUNITINIB,CARMUSTINE,12,366,331,-2.11,0
BLEOMYCIN,IMIQUIMOD,46,484,241,-0.21,0
DOCETAXEL,MERCAPTOPURINE,10,164,262,7.27,1
CYTARABINE HYDROCHLORIDE,CARMUSTINE,38,508,331,-7.92,0
RALOXIFENE,5-FU,58,370,251,-0.78,0
LETROZOLE,IMATINIB,12,349,625,1.31,1
MITOTANE,ALLOPURINOL,64,385,37,-3.66,0
SUNITINIB,HYDROXYUREA,17,366,342,-0.22,0
IMATINIB,PACLITAXEL,58,625,267,9.73,1
TAMOXIFEN CITRATE,METHOXSALEN,36,284,687,0.11,1
AZACYTIDINE,CARMUSTINE,58,362,331,-7.73,0
BLEOMYCIN,SORAFENIB,35,484,159,-6.75,0
THALIDOMIDE,ARSENIC TRIOXIDE,60,41,543,-1.44,0
AZACYTIDINE,ERLOTINIB HYDROCHLORIDE,30,362,367,-9.26,0
IMATINIB,BORTEZOMIB,39,625,393,0.95,1
ZOLEDRONIC ACID,ARSENIC TRIOXIDE,58,672,543,1.49,1
PACLITAXEL,PRALATREXATE,56,267,206,1.11,1
BLEOMYCIN,AMIFOSTINE,51,484,495,-2.33,0
GEFITINIB,METHOTREXATE,30,446,440,-4.89,0
MITOTANE,IXABEPILONE,49,385,161,9.59,1
PRALATREXATE,TOPOTECAN HYDROCHLORIDE,12,206,745,1.4,1
SUNITINIB,ARSENIC TRIOXIDE,7,366,543,0.35,1
TRETINOIN,HYDROXYUREA,63,431,342,-2.59,0
FULVESTRANT,MERCAPTOPURINE,53,1,262,-2.46,0
AZACYTIDINE,SORAFENIB,65,362,159,-0.19,0
NILOTINIB,LAPATINIB,34,553,531,3.82,1
LETROZOLE,CYTARABINE HYDROCHLORIDE,74,349,508,-6.63,0
AZACYTIDINE,METHOXSALEN,14,362,687,-0.59,0
RALOXIFENE,CRIZOTINIB,7,370,46,-2.37,0
GEFITINIB,BLEOMYCIN,53,446,484,-0.08,0
LETROZOLE,IXABEPILONE,30,349,161,3.36,1
PRALATREXATE,QUINACRINE HYDROCHLORIDE,53,206,298,-8.95,0
MITOTANE,TOPOTECAN HYDROCHLORIDE,49,385,745,0.67,1
IMIQUIMOD,IXABEPILONE,53,241,161,2.02,1
MEGESTROL ACETATE,BLEOMYCIN,51,656,484,-0.78,0
RALOXIFENE,HYDROXYUREA,67,370,342,0.27,1
METHOTREXATE,NILOTINIB,38,440,553,0.77,1
DEXRAZOXANE,METHOTREXATE,26,562,440,5.25,1
DOCETAXEL,PRALATREXATE,30,164,206,2.01,1
IMATINIB,FULVESTRANT,34,625,1,-4.98,0
DASATINIB,SUNITINIB,10,458,366,-2.29,0
MEGESTROL ACETATE,DASATINIB,49,656,458,1.88,1
TRETINOIN,BLEOMYCIN,30,431,484,-8.46,0
RALOXIFENE,FLUDARABINE BASE,11,370,725,0.74,1
METHOTREXATE,IXABEPILONE,38,440,161,0.31,1
LETROZOLE,TOPOTECAN HYDROCHLORIDE,41,349,745,-2.36,0
THALIDOMIDE,CARMUSTINE,58,41,331,1.14,1
FULVESTRANT,QUINACRINE HYDROCHLORIDE,16,1,298,-2.37,0
BLEOMYCIN,ERLOTINIB HYDROCHLORIDE,38,484,367,-6.45,0
IMATINIB,AMIFOSTINE,39,625,495,1.38,1
LETROZOLE,MERCAPTOPURINE,34,349,262,-5.87,0
CELECOXIB,METHOXSALEN,7,271,687,11.41,1
PRALATREXATE,METHOXSALEN,57,206,687,-3.48,0
TAMOXIFEN CITRATE,TOPOTECAN HYDROCHLORIDE,73,284,745,1.32,1
METHOTREXATE,IMATINIB,53,440,625,2.62,1
TENIPOSIDE,DASATINIB,42,717,458,3.87,1
LAPATINIB,SUNITINIB,73,531,366,11.77,1
PACLITAXEL,IMIQUIMOD,21,267,241,-0.73,0
PRALATREXATE,ALLOPURINOL,63,206,37,-3.07,0
RALOXIFENE,MITOTANE,33,370,385,0.45,1
NILOTINIB,METHOXSALEN,46,553,687,2.56,1
FLUDARABINE BASE,DOCETAXEL,7,725,164,-2.74,0
RALOXIFENE,ERLOTINIB HYDROCHLORIDE,33,370,367,-1.91,0
THALIDOMIDE,IXABEPILONE,24,41,161,-0.4,0
IMATINIB,MITOTANE,33,625,385,-1.6,0
CELECOXIB,SORAFENIB,5,271,159,2.79,1
IMATINIB,DOCETAXEL,63,625,164,14.81,1
PACLITAXEL,IMIQUIMOD,73,267,241,0.79,1
LETROZOLE,ARSENIC TRIOXIDE,49,349,543,-0.64,0
CARMUSTINE,IXABEPILONE,60,331,161,4.12,1
NILOTINIB,IXABEPILONE,13,553,161,2.26,1
NILOTINIB,ERLOTINIB HYDROCHLORIDE,74,553,367,0.29,1
NILOTINIB,SUNITINIB,11,553,366,9.0,1
FULVESTRANT,MERCAPTOPURINE,64,1,262,3.03,1
DASATINIB,CARMUSTINE,41,458,331,-6.99,0
IMATINIB,HYDROXYUREA,43,625,342,-2.61,0
NILOTINIB,IMIQUIMOD,33,553,241,-2.86,0
ALLOPURINOL,ERLOTINIB HYDROCHLORIDE,50,37,367,2.6,1
FULVESTRANT,ANASTROZOLE,64,1,308,2.82,1
METHOTREXATE,IMATINIB,74,440,625,0.9,1
CYTARABINE HYDROCHLORIDE,FULVESTRANT,74,508,1,4.25,1
ANASTROZOLE,IMIQUIMOD,62,308,241,2.19,1
BLEOMYCIN,IMIQUIMOD,36,484,241,-1.17,0
HYDROXYUREA,MERCAPTOPURINE,34,342,262,-2.05,0
MITOTANE,ARSENIC TRIOXIDE,30,385,543,-5.66,0
PACLITAXEL,DOCETAXEL,14,267,164,-5.12,0
DASATINIB,QUINACRINE HYDROCHLORIDE,63,458,298,-0.53,0
TAMOXIFEN CITRATE,AMIFOSTINE,16,284,495,-3.51,0
QUINACRINE HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,24,298,745,-7.92,0
AMIFOSTINE,IXABEPILONE,24,495,161,0.38,1
FULVESTRANT,SORAFENIB,7,1,159,2.22,1
LAPATINIB,MITOTANE,21,531,385,1.53,1
TAMOXIFEN CITRATE,AZACYTIDINE,64,284,362,-7.45,0
IMATINIB,LAPATINIB,26,625,531,-3.9,0
MITOTANE,PRALATREXATE,17,385,206,0.02,1
CELECOXIB,DOCETAXEL,5,271,164,25.64,1
BLEOMYCIN,CARMUSTINE,14,484,331,-2.16,0
IMATINIB,MITOTANE,11,625,385,1.32,1
PACLITAXEL,DOCETAXEL,67,267,164,2.34,1
CELECOXIB,ERLOTINIB HYDROCHLORIDE,10,271,367,-0.35,0
QUINACRINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,13,298,367,-3.36,0
DACARBAZINE,BLEOMYCIN,73,404,484,1.48,1
IMATINIB,DASATINIB,73,625,458,1.32,1
LAPATINIB,TOPOTECAN HYDROCHLORIDE,63,531,745,-3.86,0
LETROZOLE,MITOTANE,35,349,385,1.76,1
TENIPOSIDE,DASATINIB,38,717,458,-5.24,0
LETROZOLE,SUNITINIB,11,349,366,7.54,1
CELECOXIB,IXABEPILONE,14,271,161,5.88,1
DACARBAZINE,DASATINIB,42,404,458,-8.65,0
HYDROXYUREA,METHOTREXATE,64,342,440,5.29,1
TRETINOIN,TAMOXIFEN CITRATE,56,431,284,-3.02,0
LETROZOLE,BLEOMYCIN,63,349,484,-6.09,0
FLUDARABINE BASE,TAMOXIFEN CITRATE,24,725,284,-1.31,0
CELECOXIB,IMIQUIMOD,42,271,241,1.04,1
SORAFENIB,MERCAPTOPURINE,30,159,262,-4.49,0
MEGESTROL ACETATE,METHOTREXATE,13,656,440,3.0,1
RALOXIFENE,TENIPOSIDE,17,370,717,-4.75,0
FLUDARABINE BASE,CARMUSTINE,10,725,331,-4.02,0
CELECOXIB,CYTARABINE HYDROCHLORIDE,50,271,508,-8.7,0
TRETINOIN,ZOLEDRONIC ACID,11,431,672,1.84,1
RALOXIFENE,MERCAPTOPURINE,38,370,262,0.9,1
BLEOMYCIN,SORAFENIB,56,484,159,-3.95,0
CELECOXIB,QUINACRINE HYDROCHLORIDE,25,271,298,2.83,1
LENALIDOMIDE,AMIFOSTINE,33,110,495,1.75,1
TRETINOIN,PACLITAXEL,33,431,267,9.14,1
CELECOXIB,BLEOMYCIN,35,271,484,-7.88,0
DOCETAXEL,MITOTANE,10,164,385,7.97,1
METHOTREXATE,CYTARABINE HYDROCHLORIDE,62,440,508,-6.56,0
FLUDARABINE BASE,CARMUSTINE,42,725,331,1.93,1
AZACYTIDINE,FULVESTRANT,67,362,1,-0.96,0
TAMOXIFEN CITRATE,PACLITAXEL,19,284,267,13.96,1
TRETINOIN,TAMOXIFEN CITRATE,14,431,284,-1.68,0
FLUDARABINE BASE,TOPOTECAN HYDROCHLORIDE,63,725,745,-3.05,0
RALOXIFENE,AZACYTIDINE,9,370,362,1.31,1
ANASTROZOLE,DOCETAXEL,50,308,164,-0.55,0
RALOXIFENE,PRALATREXATE,21,370,206,11.3,1
RALOXIFENE,ANASTROZOLE,51,370,308,-0.38,0
TRETINOIN,AZACYTIDINE,17,431,362,-7.36,0
SORAFENIB,AMIFOSTINE,49,159,495,4.66,1
FLUDARABINE BASE,QUINACRINE HYDROCHLORIDE,7,725,298,-3.97,0
MITOTANE,NILOTINIB,33,385,553,-0.73,0
ZOLEDRONIC ACID,IMIQUIMOD,35,672,241,0.85,1
DOCETAXEL,SUNITINIB,11,164,366,3.31,1
MITOTANE,ZOLEDRONIC ACID,49,385,672,-5.37,0
CYTARABINE HYDROCHLORIDE,ALLOPURINOL,9,508,37,1.37,1
IXABEPILONE,BORTEZOMIB,36,161,393,0.79,1
LAPATINIB,ALLOPURINOL,30,531,37,-3.99,0
5-FU,BLEOMYCIN,21,251,484,-5.08,0
METHOTREXATE,ERLOTINIB HYDROCHLORIDE,41,440,367,-0.32,0
PACLITAXEL,MITOTANE,73,267,385,-0.85,0
METHOTREXATE,FLUDARABINE BASE,16,440,725,-1.59,0
BLEOMYCIN,METHOXSALEN,62,484,687,-3.73,0
MITOXANTRONE,DASATINIB,56,315,458,3.48,1
5-FU,METHOTREXATE,64,251,440,-8.07,0
TAMOXIFEN CITRATE,MERCAPTOPURINE,13,284,262,-5.93,0
CELECOXIB,AZACYTIDINE,42,271,362,-4.3,0
ALLOPURINOL,TOPOTECAN HYDROCHLORIDE,49,37,745,0.06,1
TRETINOIN,ERLOTINIB HYDROCHLORIDE,14,431,367,1.57,1
CYTARABINE HYDROCHLORIDE,THALIDOMIDE,57,508,41,-3.32,0
NILOTINIB,AMIFOSTINE,19,553,495,0.47,1
SORAFENIB,MERCAPTOPURINE,65,159,262,-8.1,0
SORAFENIB,QUINACRINE HYDROCHLORIDE,35,159,298,-0.46,0
DOCETAXEL,ZOLEDRONIC ACID,42,164,672,0.48,1
CELECOXIB,DASATINIB,62,271,458,2.33,1
CYTARABINE HYDROCHLORIDE,ARSENIC TRIOXIDE,14,508,543,1.96,1
TRETINOIN,PRALATREXATE,21,431,206,0.03,1
ALLOPURINOL,BORTEZOMIB,51,37,393,-0.08,0
PACLITAXEL,SUNITINIB,34,267,366,-5.84,0
AZACYTIDINE,ERLOTINIB HYDROCHLORIDE,12,362,367,-10.6,0
NILOTINIB,ERLOTINIB HYDROCHLORIDE,14,553,367,-1.49,0
TAMOXIFEN CITRATE,AMIFOSTINE,24,284,495,0.83,1
RALOXIFENE,SUNITINIB,65,370,366,1.73,1
TOPOTECAN HYDROCHLORIDE,IXABEPILONE,56,745,161,-1.53,0
CELECOXIB,IMATINIB,51,271,625,-1.19,0
RALOXIFENE,TENIPOSIDE,10,370,717,10.57,1
LETROZOLE,TRETINOIN,56,349,431,1.1,1
METHOTREXATE,CELECOXIB,73,440,271,4.03,1
PACLITAXEL,BLEOMYCIN,62,267,484,-4.23,0
CYTARABINE HYDROCHLORIDE,CARMUSTINE,39,508,331,-4.21,0
IMATINIB,FULVESTRANT,62,625,1,0.88,1
METHOTREXATE,TRETINOIN,42,440,431,-0.03,0
AZACYTIDINE,AMIFOSTINE,14,362,495,-2.27,0
PRALATREXATE,ALLOPURINOL,62,206,37,-4.2,0
FLUDARABINE BASE,PACLITAXEL,39,725,267,-0.34,0
CYTARABINE HYDROCHLORIDE,MERCAPTOPURINE,26,508,262,-9.54,0
CELECOXIB,IXABEPILONE,63,271,161,1.37,1
TAMOXIFEN CITRATE,LAPATINIB,30,284,531,0.88,1
CELECOXIB,BLEOMYCIN,65,271,484,-0.23,0
MERCAPTOPURINE,NILOTINIB,26,262,553,4.91,1
ZOLEDRONIC ACID,METHOTREXATE,25,672,440,1.47,1
HYDROXYUREA,FULVESTRANT,73,342,1,-2.36,0
TAMOXIFEN CITRATE,DASATINIB,10,284,458,1.7,1
FLUDARABINE BASE,DASATINIB,43,725,458,-2.4,0
CELECOXIB,IMIQUIMOD,57,271,241,1.1,1
HYDROXYUREA,PRALATREXATE,35,342,206,-2.43,0
DASATINIB,ANASTROZOLE,38,458,308,2.54,1
RALOXIFENE,CELECOXIB,62,370,271,2.83,1
RALOXIFENE,ARSENIC TRIOXIDE,11,370,543,1.8,1
LOMUSTINE,ANASTROZOLE,56,6,308,-3.84,0
AZACYTIDINE,TOPOTECAN HYDROCHLORIDE,9,362,745,-0.57,0
FLUDARABINE BASE,MITOTANE,24,725,385,-1.43,0
ZOLEDRONIC ACID,ARSENIC TRIOXIDE,7,672,543,0.32,1
FULVESTRANT,PRALATREXATE,26,1,206,1.71,1
TRETINOIN,MERCAPTOPURINE,12,431,262,-9.98,0
CARMUSTINE,ERLOTINIB HYDROCHLORIDE,57,331,367,-3.5,0
BLEOMYCIN,METHOXSALEN,67,484,687,-2.19,0
AZACYTIDINE,METHOTREXATE,56,362,440,0.43,1
BLEOMYCIN,METHOTREXATE,7,484,440,0.55,1
METHOTREXATE,NILOTINIB,36,440,553,-1.78,0
LAPATINIB,BLEOMYCIN,67,531,484,-1.54,0
RALOXIFENE,ARSENIC TRIOXIDE,74,370,543,0.16,1
TAMOXIFEN CITRATE,AMIFOSTINE,50,284,495,3.56,1
TRETINOIN,QUINACRINE HYDROCHLORIDE,63,431,298,-8.2,0
ZOLEDRONIC ACID,MERCAPTOPURINE,10,672,262,-9.69,0
FULVESTRANT,CARMUSTINE,7,1,331,-4.14,0
NILOTINIB,ANASTROZOLE,30,553,308,-0.71,0
LETROZOLE,CYTARABINE HYDROCHLORIDE,73,349,508,0.15,1
TRETINOIN,CARMUSTINE,74,431,331,-1.46,0
ZOLEDRONIC ACID,IMIQUIMOD,36,672,241,-6.21,0
FULVESTRANT,METHOXSALEN,19,1,687,-0.07,0
TENIPOSIDE,METHOTREXATE,58,717,440,-2.06,0
5-FU,METHOTREXATE,60,251,440,-10.86,0
FULVESTRANT,QUINACRINE HYDROCHLORIDE,57,1,298,-7.41,0
DOCETAXEL,ARSENIC TRIOXIDE,50,164,543,-2.47,0
LENALIDOMIDE,DASATINIB,57,110,458,-1.77,0
NILOTINIB,BORTEZOMIB,57,553,393,3.61,1
HYDROXYUREA,FULVESTRANT,60,342,1,-0.61,0
METHOTREXATE,METHOXSALEN,38,440,687,-3.01,0
ZOLEDRONIC ACID,METHOXSALEN,14,672,687,0.78,1
DOCETAXEL,CARMUSTINE,30,164,331,-2.44,0
MEGESTROL ACETATE,BLEOMYCIN,12,656,484,-1.99,0
MITOTANE,FULVESTRANT,60,385,1,-0.02,0
CYTARABINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,14,508,367,-7.66,0
BLEOMYCIN,BORTEZOMIB,64,484,393,2.96,1
MERCAPTOPURINE,ERLOTINIB HYDROCHLORIDE,34,262,367,-5.82,0
ANASTROZOLE,MERCAPTOPURINE,67,308,262,-1.83,0
DASATINIB,ARSENIC TRIOXIDE,17,458,543,-3.04,0
RALOXIFENE,LOMUSTINE,62,370,6,-3.17,0
IMATINIB,NILOTINIB,16,625,553,0.16,1
BLEOMYCIN,QUINACRINE HYDROCHLORIDE,11,484,298,-8.43,0
TAMOXIFEN CITRATE,PACLITAXEL,64,284,267,23.02,1
LETROZOLE,METHOTREXATE,33,349,440,0.57,1
LAPATINIB,BLEOMYCIN,3,531,484,-1.11,0
TAMOXIFEN CITRATE,CARMUSTINE,62,284,331,-7.2,0
CELECOXIB,FLUDARABINE BASE,42,271,725,-5.19,0
PEMETREXED,AMIFOSTINE,10,459,495,0.61,1
TAMOXIFEN CITRATE,QUINACRINE HYDROCHLORIDE,53,284,298,-4.49,0
ALLOPURINOL,ERLOTINIB HYDROCHLORIDE,62,37,367,3.43,1
TRETINOIN,MITOTANE,39,431,385,0.11,1
SUNITINIB,FULVESTRANT,64,366,1,0.37,1
PACLITAXEL,MITOTANE,7,267,385,19.58,1
AZACYTIDINE,LAPATINIB,9,362,531,-7.07,0
CELECOXIB,PACLITAXEL,73,271,267,10.22,1
THALIDOMIDE,IXABEPILONE,36,41,161,2.74,1
PEMETREXED,AMIFOSTINE,51,459,495,-3.42,0
5-FU,DASATINIB,57,251,458,4.84,1
SORAFENIB,IXABEPILONE,56,159,161,-0.62,0
FLUDARABINE BASE,BORTEZOMIB,14,725,393,-4.44,0
FLUDARABINE BASE,TAMOXIFEN CITRATE,50,725,284,2.93,1
TOPOTECAN HYDROCHLORIDE,CARMUSTINE,50,745,331,-2.93,0
NILOTINIB,AMIFOSTINE,57,553,495,3.94,1
THALIDOMIDE,ERLOTINIB HYDROCHLORIDE,57,41,367,-0.95,0
GEFITINIB,METHOTREXATE,60,446,440,-15.18,0
LETROZOLE,MERCAPTOPURINE,58,349,262,-8.99,0
CELECOXIB,TOPOTECAN HYDROCHLORIDE,49,271,745,-2.67,0
TRETINOIN,PACLITAXEL,26,431,267,14.24,1
MITOXANTRONE,AMIFOSTINE,11,315,495,8.54,1
CELECOXIB,FULVESTRANT,64,271,1,4.12,1
PRALATREXATE,AMIFOSTINE,33,206,495,4.21,1
ZOLEDRONIC ACID,MERCAPTOPURINE,57,672,262,0.59,1
IMATINIB,ZOLEDRONIC ACID,36,625,672,8.65,1
PACLITAXEL,TOPOTECAN HYDROCHLORIDE,26,267,745,-6.36,0
TAMOXIFEN CITRATE,CARMUSTINE,39,284,331,3.2,1
FLUDARABINE BASE,ALLOPURINOL,57,725,37,-4.18,0
LOMUSTINE,DASATINIB,67,6,458,4.23,1
DASATINIB,SORAFENIB,38,458,159,0.71,1
TRETINOIN,ERLOTINIB HYDROCHLORIDE,53,431,367,1.77,1
IMATINIB,ARSENIC TRIOXIDE,64,625,543,0.05,1
IMATINIB,TOPOTECAN HYDROCHLORIDE,65,625,745,-3.13,0
LOMUSTINE,BLEOMYCIN,10,6,484,0.87,1
IMATINIB,SORAFENIB,62,625,159,1.92,1
PRALATREXATE,ERLOTINIB HYDROCHLORIDE,56,206,367,0.64,1
PEMETREXED,AMIFOSTINE,5,459,495,1.76,1
BLEOMYCIN,CARMUSTINE,42,484,331,-8.27,0
RALOXIFENE,NILOTINIB,5,370,553,3.72,1
THALIDOMIDE,ARSENIC TRIOXIDE,73,41,543,-0.5,0
HYDROXYUREA,ANASTROZOLE,17,342,308,-2.99,0
MITOTANE,FULVESTRANT,74,385,1,-1.55,0
ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,50,367,393,17.88,1
AMIFOSTINE,ERLOTINIB HYDROCHLORIDE,51,495,367,15.02,1
METHOTREXATE,CARMUSTINE,49,440,331,-4.51,0
GEFITINIB,DASATINIB,7,446,458,-6.06,0
ANASTROZOLE,ALLOPURINOL,7,308,37,-1.5,0
LETROZOLE,HYDROXYUREA,17,349,342,4.61,1
NILOTINIB,BORTEZOMIB,12,553,393,2.52,1
LETROZOLE,IMIQUIMOD,5,349,241,-5.82,0
DASATINIB,IMIQUIMOD,43,458,241,0.79,1
RALOXIFENE,AMIFOSTINE,56,370,495,7.35,1
TAMOXIFEN CITRATE,ARSENIC TRIOXIDE,24,284,543,-2.38,0
TAMOXIFEN CITRATE,LAPATINIB,64,284,531,-0.53,0
AZACYTIDINE,METHOTREXATE,13,362,440,-0.32,0
FLUDARABINE BASE,TRETINOIN,30,725,431,0.28,1
SUNITINIB,FULVESTRANT,30,366,1,-1.43,0
CYTARABINE HYDROCHLORIDE,ALLOPURINOL,17,508,37,-4.74,0
ZOLEDRONIC ACID,ARSENIC TRIOXIDE,24,672,543,1.27,1
CYTARABINE HYDROCHLORIDE,DASATINIB,57,508,458,2.06,1
BLEOMYCIN,QUINACRINE HYDROCHLORIDE,33,484,298,-5.07,0
AZACYTIDINE,AMIFOSTINE,12,362,495,-5.66,0
AZACYTIDINE,FULVESTRANT,10,362,1,-4.65,0
QUINACRINE HYDROCHLORIDE,ARSENIC TRIOXIDE,73,298,543,-1.97,0
LETROZOLE,IXABEPILONE,3,349,161,3.19,1
METHOTREXATE,AMIFOSTINE,13,440,495,27.64,1
THALIDOMIDE,IXABEPILONE,17,41,161,-0.14,0
ANASTROZOLE,THALIDOMIDE,33,308,41,1.77,1
THALIDOMIDE,AMIFOSTINE,42,41,495,1.33,1
MITOTANE,ZOLEDRONIC ACID,58,385,672,-1.43,0
RALOXIFENE,IMATINIB,30,370,625,5.09,1
AZACYTIDINE,QUINACRINE HYDROCHLORIDE,49,362,298,5.6,1
NILOTINIB,IXABEPILONE,65,553,161,4.7,1
ZOLEDRONIC ACID,ARSENIC TRIOXIDE,42,672,543,-0.16,0
METHOXSALEN,TOPOTECAN HYDROCHLORIDE,38,687,745,-2.48,0
CARMUSTINE,ARSENIC TRIOXIDE,17,331,543,-11.26,0
LETROZOLE,PRALATREXATE,17,349,206,5.18,1
DASATINIB,CARMUSTINE,5,458,331,-2.59,0
ANASTROZOLE,MERCAPTOPURINE,33,308,262,-1.09,0
TRETINOIN,NILOTINIB,34,431,553,1.63,1
ZOLEDRONIC ACID,TOPOTECAN HYDROCHLORIDE,25,672,745,-2.27,0
RALOXIFENE,ANASTROZOLE,39,370,308,-1.49,0
SORAFENIB,ANASTROZOLE,43,159,308,1.29,1
DOCETAXEL,AMIFOSTINE,56,164,495,-6.38,0
RALOXIFENE,AZACYTIDINE,36,370,362,-5.64,0
ERLOTINIB HYDROCHLORIDE,ARSENIC TRIOXIDE,25,367,543,-0.22,0
RALOXIFENE,ZOLEDRONIC ACID,57,370,672,-1.28,0
FULVESTRANT,ANASTROZOLE,5,1,308,4.69,1
RALOXIFENE,METHOTREXATE,17,370,440,-9.9,0
PRALATREXATE,IMIQUIMOD,39,206,241,1.49,1
AZACYTIDINE,DASATINIB,16,362,458,-2.2,0
LETROZOLE,AZACYTIDINE,46,349,362,-3.75,0
THALIDOMIDE,AMIFOSTINE,56,41,495,-1.62,0
ZOLEDRONIC ACID,THALIDOMIDE,53,672,41,-1.02,0
RALOXIFENE,BORTEZOMIB,35,370,393,3.54,1
METHOXSALEN,BORTEZOMIB,10,687,393,2.05,1
NILOTINIB,FULVESTRANT,26,553,1,-2.21,0
NILOTINIB,MITOTANE,35,553,385,-0.37,0
RALOXIFENE,ALLOPURINOL,49,370,37,4.89,1
CARMUSTINE,ARSENIC TRIOXIDE,38,331,543,-7.98,0
ALLOPURINOL,METHOXSALEN,24,37,687,-6.37,0
